1	G000015945	denovo	1000
0	G000008045	denovo	1000
0	G000013985	denovo	1000
0	G000015445	denovo	1000
0	G000017505	denovo	1000
0	G000014725	denovo	1000
0	G000018885	denovo	1000
1	G000016565	denovo	1000
0	G000013645	denovo	1000
0	G000011345	denovo	1000
0	G000008165	denovo	1000
0	G000014705	denovo	1000
1	G000011385	denovo	1000
0	G000009305	denovo	1000
0	G000010505	denovo	1000
1	G000018205	denovo	1000
1	G000017945	denovo	1000
1	G000018605	denovo	1000
0	G000014585	denovo	1000
0	G000013045	denovo	1000
1	G000012965	denovo	1000
0	G000013365	denovo	1000
0	G000017785	denovo	1000
1	G000013445	denovo	1000
0	G000014245	denovo	1000
0	G000016545	denovo	1000
0	G000015305	denovo	1000
1	G000014345	denovo	1000
0	G000012845	denovo	1000
0	G000018685	denovo	1000
0	G000013165	denovo	1000
1	G000009545	denovo	1000
0	G000020385	denovo	1000
0	G000019665	denovo	1000
0	G000019845	denovo	1000
0	G000019725	denovo	1000
1	G000020905	denovo	1000
0	G000019365	denovo	1000
0	G000021685	denovo	1000
1	G000021645	denovo	1000
0	G000022725	denovo	1000
0	G000021945	denovo	1000
1	G000023065	denovo	1000
0	G000023225	denovo	1000
0	G000023285	denovo	1000
0	G000027305	denovo	1000
0	G000023465	denovo	1000
3	G000144675	denovo	1000
0	G000025665	denovo	1000
0	G000091565	denovo	1000
1	G000055945	denovo	1000
0	G000073005	denovo	1000
0	G000145515	denovo	1000
0	G000143845	denovo	1000
0	G000092405	denovo	1000
0	G000063545	denovo	1000
0	G000092645	denovo	1000
0	G000025645	denovo	1000
2	G000056065	denovo	1000
0	G000055785	denovo	1000
0	G000091165	denovo	1000
0	G000024885	denovo	1000
0	G000091545	denovo	1000
0	G000144735	denovo	1000
0	G000147675	denovo	1000
1	G000145985	denovo	1000
4	G000153565	denovo	1000
0	G000156055	denovo	1000
0	G000155495	denovo	1000
0	G000147055	denovo	1000
0	G000156035	denovo	1000
1	G000155735	denovo	1000
0	G000156175	denovo	1000
0	G000154505	denovo	1000
0	G000153445	denovo	1000
0	G000152265	denovo	1000
0	G000156295	denovo	1000
0	G000158475	denovo	1000
1	G000157995	denovo	1000
0	G000156595	denovo	1000
0	G000160055	denovo	1000
1	G000162575	denovo	1000
0	G000160095	denovo	1000
0	G000162755	denovo	1000
0	G000163515	denovo	1000
0	G000165715	denovo	1000
0	G000175395	denovo	1000
0	G000170795	denovo	1000
0	G000164675	denovo	1000
0	G000166415	denovo	1000
1	G000171775	denovo	1000
0	G000165465	denovo	1000
0	G000178335	denovo	1000
0	G000164865	denovo	1000
0	G000171335	denovo	1000
0	G000168715	denovo	1000
0	G000185425	denovo	1000
0	G000179595	denovo	1000
1	G000186945	denovo	1000
0	G000190095	denovo	1000
1	G000195205	denovo	1000
1	G000186365	denovo	1000
0	G000189775	denovo	1000
0	G000187995	denovo	1000
0	G000195315	denovo	1000
0	G000195085	denovo	1000
0	G000187125	denovo	1000
0	G000185465	denovo	1000
1	G000195995	denovo	1000
0	G000195895	denovo	1000
1	G000188015	denovo	1000
0	G000196235	denovo	1000
0	G000196515	denovo	1000
0	G000199675	denovo	1000
0	G000204565	denovo	1000
0	G000208405	denovo	1000
0	G000211855	denovo	1000
0	G000209385	denovo	1000
2	G000215505	denovo	1000
0	G000212735	denovo	1000
0	G000215525	denovo	1000
1	G000215705	denovo	1000
1	G000218765	denovo	1000
0	G000219585	denovo	1000
0	G000220585	denovo	1000
1	G000221565	denovo	1000
0	G000218895	denovo	1000
0	G000218785	denovo	1000
3	G000221625	denovo	1000
0	G000222125	denovo	1000
1	G000223375	denovo	1000
0	G000222855	denovo	1000
0	G000224065	denovo	1000
0	G000225825	denovo	1000
1	G000224515	denovo	1000
0	G000225995	denovo	1000
3	G000226315	denovo	1000
0	G000226955	denovo	1000
0	G000230935	denovo	1000
2	G000233915	denovo	1000
0	G000231035	denovo	1000
0	G000231445	denovo	1000
0	G000234115	denovo	1000
0	G000234825	denovo	1000
0	G000235445	denovo	1000
0	G000235665	denovo	1000
1	G000235605	denovo	1000
0	G000237065	denovo	1000
0	G000241345	denovo	1000
0	G000243255	denovo	1000
0	G000243735	denovo	1000
0	G000245255	denovo	1000
0	G000243815	denovo	1000
0	G000245775	denovo	1000
0	G000247715	denovo	1000
1	G000255135	denovo	1000
0	G000257395	denovo	1000
1	G000255355	denovo	1000
2	G000250735	denovo	1000
0	G000250635	denovo	1000
0	G000257745	denovo	1000
0	G000258495	denovo	1000
0	G000262205	denovo	1000
0	G000259275	denovo	1000
0	G000263195	denovo	1000
0	G000264335	denovo	1000
1	G000263355	denovo	1000
1	G000266945	denovo	1000
1	G000282075	denovo	1000
0	G000265365	denovo	1000
0	G000275725	denovo	1000
0	G000265385	denovo	1000
0	G000269865	denovo	1000
0	G000271925	denovo	1000
0	G000275785	denovo	1000
0	G000277755	denovo	1000
0	G000271305	denovo	1000
1	G000284035	denovo	1000
0	G000283655	denovo	1000
0	G000284095	denovo	1000
0	G000284515	denovo	1000
0	G000285455	denovo	1000
0	G000286215	denovo	1000
0	G000285495	denovo	1000
0	G000291945	denovo	1000
0	G000293785	denovo	1000
0	G000296385	denovo	1000
0	G000298495	denovo	1000
1	G000302495	denovo	1000
0	G000304355	denovo	1000
0	G000308055	denovo	1000
0	G000307165	denovo	1000
0	G000308195	denovo	1000
0	G000308635	denovo	1000
0	G000308675	denovo	1000
0	G000308875	denovo	1000
1	G000309315	denovo	1000
0	G000309075	denovo	1000
0	G000311745	denovo	1000
0	G000312125	denovo	1000
0	G000312545	denovo	1000
1	G000315035	denovo	1000
1	G000317495	denovo	1000
0	G000315565	denovo	1000
1	G000317145	denovo	1000
0	G000317535	denovo	1000
1	G000327285	denovo	1000
0	G000320345	denovo	1000
0	G000317835	denovo	1000
0	G000327045	denovo	1000
0	G000317655	denovo	1000
0	G000327505	denovo	1000
1	G000328765	denovo	1000
2	G000332155	denovo	1000
0	G000332585	denovo	1000
0	G000328945	denovo	1000
0	G000332215	denovo	1000
0	G000333395	denovo	1000
0	G000332975	denovo	1000
0	G000337095	denovo	1000
0	G000336755	denovo	1000
0	G000336495	denovo	1000
0	G000337675	denovo	1000
0	G000337195	denovo	1000
0	G000340435	denovo	1000
1	G000340795	denovo	1000
0	G000340965	denovo	1000
0	G000340885	denovo	1000
0	G000342165	denovo	1000
0	G000341545	denovo	1000
0	G000344275	denovo	1000
0	G000346485	denovo	1000
0	G000347635	denovo	1000
0	G000348805	denovo	1000
0	G000349945	denovo	1000
0	G000349205	denovo	1000
0	G000349975	denovo	1000
1	G000350125	denovo	1000
0	G000363885	denovo	1000
